name,token_id,Full Chapter,Short Chapter,color
L85 Other epidermal thickening,769,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L86 Keratoderma in diseases classified elsewhere,770,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L87 Transepidermal elimination disorders,771,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L88 Pyoderma gangrenosum,772,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L89 Decubitus ulcer,773,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L90 Atrophic disorders of skin,774,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L91 Hypertrophic disorders of skin,775,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L92 Granulomatous disorders of skin and subcutaneous tissue,776,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L93 Lupus erythematosus,777,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L94 Other localised connective tissue disorders,778,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
"L95 Vasculitis limited to skin, not elsewhere classified",779,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
"L97 Ulcer of lower limb, not elsewhere classified",780,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
"L98 Other disorders of skin and subcutaneous tissue, not elsewhere classified",781,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L99 Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,782,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
M00 Pyogenic arthritis,783,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M01 Direct infections of joint in infectious and parasitic diseases classified elsewhere,784,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M02 Reactive arthropathies,785,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M03 Postinfective and reactive arthropathies in diseases classified elsewhere,786,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M05 Seropositive rheumatoid arthritis,787,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M06 Other rheumatoid arthritis,788,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M07 Psoriatic and enteropathic arthropathies,789,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M08 Juvenile arthritis,790,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M09 Juvenile arthritis in diseases classified elsewhere,791,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M10 Gout,792,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M11 Other crystal arthropathies,793,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M12 Other specific arthropathies,794,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M13 Other arthritis,795,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M14 Arthropathies in other diseases classified elsewhere,796,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M15 Polyarthrosis,797,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M16 Coxarthrosis [arthrosis of hip],798,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M17 Gonarthrosis [arthrosis of knee],799,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M18 Arthrosis of first carpometacarpal joint,800,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M19 Other arthrosis,801,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M20 Acquired deformities of fingers and toes,802,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M21 Other acquired deformities of limbs,803,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M22 Disorders of patella,804,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M23 Internal derangement of knee,805,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M24 Other specific joint derangements,806,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M25 Other joint disorders, not elsewhere classified",807,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M30 Polyarteritis nodosa and related conditions,808,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M31 Other necrotising vasculopathies,809,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M32 Systemic lupus erythematosus,810,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M33 Dermatopolymyositis,811,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M34 Systemic sclerosis,812,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M35 Other systemic involvement of connective tissue,813,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M36 Systemic disorders of connective tissue in diseases classified elsewhere,814,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M40 Kyphosis and lordosis,815,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M41 Scoliosis,816,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M42 Spinal osteochondrosis,817,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M43 Other deforming dorsopathies,818,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M45 Ankylosing spondylitis,819,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M46 Other inflammatory spondylopathies,820,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M47 Spondylosis,821,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M48 Other spondylopathies,822,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M49 Spondylopathies in diseases classified elsewhere,823,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M50 Cervical disk disorders,824,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M51 Other intervertebral disk disorders,825,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M53 Other dorsopathies, not elsewhere classified",826,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M54 Dorsalgia,827,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M60 Myositis,828,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M61 Calcification and ossification of muscle,829,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M62 Other disorders of muscle,830,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M63 Disorders of muscle in diseases classified elsewhere,831,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M65 Synovitis and tenosynovitis,832,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M66 Spontaneous rupture of synovium and tendon,833,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M67 Other disorders of synovium and tendon,834,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M68 Disorders of synovium and tendon in diseases classified elsewhere,835,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M70 Soft tissue disorders related to use, overuse and pressure",836,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M71 Other bursopathies,837,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M72 Fibroblastic disorders,838,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M73 Soft tissue disorders in diseases classified elsewhere,839,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M75 Shoulder lesions,840,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M76 Enthesopathies of lower limb, excluding foot",841,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M77 Other enthesopathies,842,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M79 Other soft tissue disorders, not elsewhere classified",843,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M80 Osteoporosis with pathological fracture,844,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M81 Osteoporosis without pathological fracture,845,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M82 Osteoporosis in diseases classified elsewhere,846,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M83 Adult osteomalacia,847,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M84 Disorders of continuity of bone,848,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M85 Other disorders of bone density and structure,849,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M86 Osteomyelitis,850,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M87 Osteonecrosis,851,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M88 Paget's disease of bone [osteitis deformans],852,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M89 Other disorders of bone,853,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M90 Osteopathies in diseases classified elsewhere,854,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M91 Juvenile osteochondrosis of hip and pelvis,855,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M92 Other juvenile osteochondrosis,856,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M93 Other osteochondropathies,857,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M94 Other disorders of cartilage,858,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
M95 Other acquired deformities of musculoskeletal system and connective tissue,859,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M96 Postprocedural musculoskeletal disorders, not elsewhere classified",860,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
"M99 Biomechanical lesions, not elsewhere classified",861,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
N00 Acute nephritic syndrome,862,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N01 Rapidly progressive nephritic syndrome,863,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N02 Recurrent and persistent haematuria,864,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N03 Chronic nephritic syndrome,865,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N04 Nephrotic syndrome,866,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N05 Unspecified nephritic syndrome,867,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N06 Isolated proteinuria with specified morphological lesion,868,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N07 Hereditary nephropathy, not elsewhere classified",869,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N08 Glomerular disorders in diseases classified elsewhere,870,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N10 Acute tubulo-interstitial nephritis,871,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N11 Chronic tubulo-interstitial nephritis,872,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N12 Tubulo-interstitial nephritis, not specified as acute or chronic",873,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N13 Obstructive and reflux uropathy,874,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N14 Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,875,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N15 Other renal tubulo-interstitial diseases,876,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N16 Renal tubulo-interstitial disorders in diseases classified elsewhere,877,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N17 Acute renal failure,878,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N18 Chronic renal failure,879,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N19 Unspecified renal failure,880,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N20 Calculus of kidney and ureter,881,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N21 Calculus of lower urinary tract,882,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N22 Calculus of urinary tract in diseases classified elsewhere,883,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N23 Unspecified renal colic,884,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N25 Disorders resulting from impaired renal tubular function,885,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N26 Unspecified contracted kidney,886,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N27 Small kidney of unknown cause,887,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N28 Other disorders of kidney and ureter, not elsewhere classified",888,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N29 Other disorders of kidney and ureter in diseases classified elsewhere,889,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N30 Cystitis,890,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N31 Neuromuscular dysfunction of bladder, not elsewhere classified",891,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N32 Other disorders of bladder,892,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N33 Bladder disorders in diseases classified elsewhere,893,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N34 Urethritis and urethral syndrome,894,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N35 Urethral stricture,895,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N36 Other disorders of urethra,896,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N37 Urethral disorders in diseases classified elsewhere,897,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N39 Other disorders of urinary system,898,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N40 Hyperplasia of prostate,899,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N41 Inflammatory diseases of prostate,900,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N42 Other disorders of prostate,901,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N43 Hydrocele and spermatocele,902,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N44 Torsion of testis,903,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N45 Orchitis and epididymitis,904,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N46 Male infertility,905,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N47 Redundant prepuce, phimosis and paraphimosis",906,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N48 Other disorders of penis,907,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N49 Inflammatory disorders of male genital organs, not elsewhere classified",908,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N50 Other disorders of male genital organs,909,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N51 Disorders of male genital organs in diseases classified elsewhere,910,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N60 Benign mammary dysplasia,911,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N61 Inflammatory disorders of breast,912,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N62 Hypertrophy of breast,913,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N63 Unspecified lump in breast,914,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N64 Other disorders of breast,915,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N70 Salpingitis and oophoritis,916,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N71 Inflammatory disease of uterus, except cervix",917,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N72 Inflammatory disease of cervix uteri,918,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N73 Other female pelvic inflammatory diseases,919,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N74 Female pelvic inflammatory disorders in diseases classified elsewhere,920,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N75 Diseases of bartholin's gland,921,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N76 Other inflammation of vagina and vulva,922,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N77 Vulvovaginal ulceration and inflammation in diseases classified elsewhere,923,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N80 Endometriosis,924,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N81 Female genital prolapse,925,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N82 Fistulae involving female genital tract,926,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N83 Noninflammatory disorders of ovary, fallopian tube and broad ligament",927,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N84 Polyp of female genital tract,928,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N85 Other noninflammatory disorders of uterus, except cervix",929,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N86 Erosion and ectropion of cervix uteri,930,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N87 Dysplasia of cervix uteri,931,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N88 Other noninflammatory disorders of cervix uteri,932,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N89 Other noninflammatory disorders of vagina,933,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N90 Other noninflammatory disorders of vulva and perineum,934,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N91 Absent, scanty and rare menstruation",935,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N92 Excessive, frequent and irregular menstruation",936,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N93 Other abnormal uterine and vaginal bleeding,937,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N94 Pain and other conditions associated with female genital organs and menstrual cycle,938,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N95 Menopausal and other perimenopausal disorders,939,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N96 Habitual aborter,940,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N97 Female infertility,941,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
N98 Complications associated with artificial fertilisation,942,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
"N99 Postprocedural disorders of genito-urinary system, not elsewhere classified",943,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
O00 Ectopic pregnancy,944,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O01 Hydatidiform mole,945,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O02 Other abnormal products of conception,946,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O03 Spontaneous abortion,947,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O04 Medical abortion,948,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O05 Other abortion,949,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O06 Unspecified abortion,950,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O07 Failed attempted abortion,951,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O08 Complications following abortion and ectopic and molar pregnancy,952,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",953,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O11 Pre-existing hypertensive disorder with superimposed proteinuria,954,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O12 Gestational [pregnancy-induced] oedema and proteinuria without hypertension,955,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O13 Gestational [pregnancy-induced] hypertension without significant proteinuria,956,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,957,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O15 Eclampsia,958,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O16 Unspecified maternal hypertension,959,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O20 Haemorrhage in early pregnancy,960,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O21 Excessive vomiting in pregnancy,961,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O22 Venous complications in pregnancy,962,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O23 Infections of genito-urinary tract in pregnancy,963,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O24 Diabetes mellitus in pregnancy,964,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O25 Malnutrition in pregnancy,965,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O26 Maternal care for other conditions predominantly related to pregnancy,966,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O28 Abnormal findings on antenatal screening of mother,967,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O29 Complications of anaesthesia during pregnancy,968,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O30 Multiple gestation,969,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O31 Complications specific to multiple gestation,970,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O32 Maternal care for known or suspected malpresentation of foetus,971,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O33 Maternal care for known or suspected disproportion,972,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O34 Maternal care for known or suspected abnormality of pelvic organs,973,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O35 Maternal care for known or suspected foetal abnormality and damage,974,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O36 Maternal care for other known or suspected foetal problems,975,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O40 Polyhydramnios,976,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O41 Other disorders of amniotic fluid and membranes,977,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O42 Premature rupture of membranes,978,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O43 Placental disorders,979,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O44 Placenta praevia,980,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O45 Premature separation of placenta [abruptio placentae],981,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
"O46 Antepartum haemorrhage, not elsewhere classified",982,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O47 False labour,983,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O48 Prolonged pregnancy,984,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O60 Preterm delivery,985,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O61 Failed induction of labour,986,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
O62 Abnormalities of forces of labour,987,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
